SOLA01,SOLA2,SOLA3
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.002897938472927048,0.21221121093215953,0.06411823111586343
0.002897938472927048,0.21221121093215953,0.06411823111586343
3.087532936964638,3.807483075156199,4.147709348491885
3.087532936964638,3.807483075156199,4.147709348491885
12.294737438674503,18.869688111207715,36.95482067920251
12.294737438674503,18.869688111207715,36.95482067920251
195.1866245563216,436.61149822569877,100.46064273125695
195.1866245563216,436.61149822569877,496.6587115112781
852.7425488346669,1152.6766982709873,1274.8697658308897
852.7425488346669,1152.6766982709873,1274.8697658308897
1744.841238339497,2509.210536060609,2133.5348066829897
1647.592309739205,2521.1194846904377,2133.5348066829897
2037.527718784257,2971.881570486613,2739.8268403190386
2057.91813567708,3284.467559852167,2739.8268403190386
2057.91813567708,3284.467559852167,2835.4241395201343
2057.91813567708,3284.467559852167,2835.4241395201343
2057.91813567708,3212.802120612317,2835.4241395201343
2057.91813567708,3011.5668479531455,2835.4241395201343
1952.4408708569943,2928.306800135013,2835.4241395201343
2057.91813567708,3284.467559852167,2835.4241395201343
1419.4032340585763,2460.863020519086,2864.7866877073734
1419.4032340585763,2460.863020519086,2864.7866877073734
840.6400610136092,1362.4274383139225,1497.3733503995154
824.0373032816503,1362.4274383139225,1497.3733503995154
67.98828443031144,183.87722828403565,565.1568299242278
60.14294507981051,125.67436371935939,355.61387637509995
6.690168861086562,17.40118560463487,7.168339642014726
6.690168861086562,17.40118560463487,7.168339642014726
9.758263110093768,18.869688111207715,5.729335818438564
9.758263110093768,18.869688111207715,5.729335818438564
3.087532936964638,3.807483075156199,4.147709348491885
3.087532936964638,3.807483075156199,4.147709348491885
0.002897938472927048,0.21221121093215953,0.06411823111586343
0.002897938472927048,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
0.001555529222899983,0.21221121093215953,0.06411823111586343
