datetime	targetplace_3_sl_fc_with_wc_month_one_layer_10000
2016-01-01 00:00:00	0.0035947789438068867
2016-01-01 00:30:00	0.003739586565643549
2016-01-01 01:00:00	0.0018016963731497526
2016-01-01 01:30:00	0.003134331665933132
2016-01-01 02:00:00	0.003414268372580409
2016-01-01 02:30:00	0.0028525821398943663
2016-01-01 03:00:00	0.003847564570605755
2016-01-01 03:30:00	0.0026827959809452295
2016-01-01 04:00:00	0.0016907062381505966
2016-01-01 04:30:00	0.001962824957445264
2016-01-01 05:00:00	0.00016223634884227067
2016-01-01 05:30:00	1.0014081577858214e-11
2016-01-01 06:00:00	4.993446418666281e-05
2016-01-01 06:30:00	0.005520655773580074
2016-01-01 07:00:00	51.3207893371582
2016-01-01 07:30:00	1759.4619140625
2016-01-01 08:00:00	1792.3685302734375
2016-01-01 08:30:00	1791.5726318359375
2016-01-01 09:00:00	1780.485595703125
2016-01-01 09:30:00	1793.287841796875
2016-01-01 10:00:00	1799.920654296875
2016-01-01 10:30:00	1799.954345703125
2016-01-01 11:00:00	1799.9969482421875
2016-01-01 11:30:00	1799.99609375
2016-01-01 12:00:00	1799.993408203125
2016-01-01 12:30:00	1799.992919921875
2016-01-01 13:00:00	1799.999755859375
2016-01-01 13:30:00	1800.0
2016-01-01 14:00:00	1800.0
2016-01-01 14:30:00	1799.99951171875
2016-01-01 15:00:00	1799.984130859375
2016-01-01 15:30:00	1799.383056640625
2016-01-01 16:00:00	1659.3388671875
2016-01-01 16:30:00	305.93756103515625
2016-01-01 17:00:00	10.531875610351562
2016-01-01 17:30:00	9.071741260413546e-06
2016-01-01 18:00:00	2.9452624517034565e-07
2016-01-01 18:30:00	5.9359436477279814e-08
2016-01-01 19:00:00	0.0033080424182116985
2016-01-01 19:30:00	0.003390963189303875
2016-01-01 20:00:00	0.003333618864417076
2016-01-01 20:30:00	0.0033630055841058493
2016-01-01 21:00:00	0.0011618970893323421
2016-01-01 21:30:00	0.0025937166064977646
2016-01-01 22:00:00	0.00366413127630949
2016-01-01 22:30:00	0.003340840572491288
2016-01-01 23:00:00	0.0034379407297819853
2016-01-01 23:30:00	0.002890038536861539
2016-01-02 00:00:00	0.01578219048678875
2016-01-02 00:30:00	0.014548190869390965
