datetime	targetplace_1_sl_fc_with_wc_month_one_layer_10000
2016-01-01 00:00:00	0.08411989361047745
2016-01-01 00:30:00	0.0909261554479599
2016-01-01 01:00:00	0.09477165341377258
2016-01-01 01:30:00	0.0879625529050827
2016-01-01 02:00:00	0.0811246708035469
2016-01-01 02:30:00	0.09515272825956345
2016-01-01 03:00:00	0.09815224260091782
2016-01-01 03:30:00	0.060161713510751724
2016-01-01 04:00:00	0.06703278422355652
2016-01-01 04:30:00	1.2115281820297241
2016-01-01 05:00:00	5.602522890058026e-10
2016-01-01 05:30:00	4.171655021423248e-09
2016-01-01 06:00:00	0.00032298319274559617
2016-01-01 06:30:00	1.7418205738067627
2016-01-01 07:00:00	578.7658081054688
2016-01-01 07:30:00	1086.9488525390625
2016-01-01 08:00:00	1165.2882080078125
2016-01-01 08:30:00	1223.99365234375
2016-01-01 09:00:00	1667.02685546875
2016-01-01 09:30:00	1313.865478515625
2016-01-01 10:00:00	1662.2021484375
2016-01-01 10:30:00	1799.0679931640625
2016-01-01 11:00:00	1798.7685546875
2016-01-01 11:30:00	1798.281982421875
2016-01-01 12:00:00	1752.2752685546875
2016-01-01 12:30:00	1716.7586669921875
2016-01-01 13:00:00	1540.0745849609375
2016-01-01 13:30:00	1787.1773681640625
2016-01-01 14:00:00	1780.943603515625
2016-01-01 14:30:00	1783.6221923828125
2016-01-01 15:00:00	1598.2576904296875
2016-01-01 15:30:00	1475.6949462890625
2016-01-01 16:00:00	1398.5009765625
2016-01-01 16:30:00	28.947734832763672
2016-01-01 17:00:00	0.012550839222967625
2016-01-01 17:30:00	0.00013348838547244668
2016-01-01 18:00:00	3.2509156881133094e-05
2016-01-01 18:30:00	0.000932270719204098
2016-01-01 19:00:00	0.09840556979179382
2016-01-01 19:30:00	0.06349097937345505
2016-01-01 20:00:00	0.09148741513490677
2016-01-01 20:30:00	0.0996948853135109
2016-01-01 21:00:00	0.09393047541379929
2016-01-01 21:30:00	0.09796101599931717
2016-01-01 22:00:00	0.1028294488787651
2016-01-01 22:30:00	0.10429500788450241
2016-01-01 23:00:00	0.10309534519910812
2016-01-01 23:30:00	0.09613658487796783
2016-01-02 00:00:00	0.046311259269714355
2016-01-02 00:30:00	0.043204233050346375
2016-01-02 01:00:00	0.04724559187889099
2016-01-02 01:30:00	0.03787858411669731
2016-01-02 02:00:00	0.042638149112463
2016-01-02 02:30:00	0.045766279101371765
2016-01-02 03:00:00	0.05353301391005516
2016-01-02 03:30:00	0.032765865325927734
2016-01-02 04:00:00	0.038104843348264694
2016-01-02 04:30:00	0.4422786235809326
2016-01-02 05:00:00	1.0108975878608817e-08
2016-01-02 05:30:00	1.8114466870944312e-10
2016-01-02 06:00:00	0.0007173686753958464
2016-01-02 06:30:00	0.07317895442247391
2016-01-02 07:00:00	10.5977783203125
2016-01-02 07:30:00	120.68528747558594
2016-01-02 08:00:00	513.1820068359375
2016-01-02 08:30:00	1462.992919921875
2016-01-02 09:00:00	1618.1866455078125
2016-01-02 09:30:00	433.2635498046875
2016-01-02 10:00:00	1020.702392578125
2016-01-02 10:30:00	1797.299560546875
2016-01-02 11:00:00	1792.1390380859375
2016-01-02 11:30:00	1780.48486328125
2016-01-02 12:00:00	1724.6729736328125
2016-01-02 12:30:00	1734.9649658203125
2016-01-02 13:00:00	1797.72900390625
2016-01-02 13:30:00	1799.7471923828125
2016-01-02 14:00:00	1799.932861328125
2016-01-02 14:30:00	1785.3109130859375
2016-01-02 15:00:00	1779.5565185546875
2016-01-02 15:30:00	1703.1483154296875
2016-01-02 16:00:00	1765.4788818359375
2016-01-02 16:30:00	566.2860107421875
2016-01-02 17:00:00	25.46388053894043
2016-01-02 17:30:00	0.00014993852528277785
2016-01-02 18:00:00	3.949282234572138e-09
2016-01-02 18:30:00	2.092236854878138e-06
2016-01-02 19:00:00	0.051714811474084854
2016-01-02 19:30:00	0.034981805831193924
2016-01-02 20:00:00	0.050657402724027634
2016-01-02 20:30:00	0.04918506368994713
2016-01-02 21:00:00	0.04951440170407295
2016-01-02 21:30:00	0.051276128739118576
2016-01-02 22:00:00	0.05136681720614433
2016-01-02 22:30:00	0.049431271851062775
2016-01-02 23:00:00	0.05209650099277496
2016-01-02 23:30:00	0.048799194395542145
2016-01-03 00:00:00	0.00931894313544035
2016-01-03 00:30:00	0.007493225857615471
2016-01-03 01:00:00	0.008843311108648777
2016-01-03 01:30:00	0.006469950079917908
2016-01-03 02:00:00	0.00881728995591402
2016-01-03 02:30:00	0.007772951386868954
2016-01-03 03:00:00	0.009583860635757446
2016-01-03 03:30:00	0.006858117878437042
2016-01-03 04:00:00	0.0077788978815078735
2016-01-03 04:30:00	0.2510361969470978
2016-01-03 05:00:00	0.000944696890655905
2016-01-03 05:30:00	0.001637618406675756
2016-01-03 06:00:00	0.012582957744598389
2016-01-03 06:30:00	1788.8590087890625
2016-01-03 07:00:00	1795.98291015625
2016-01-03 07:30:00	1799.33203125
2016-01-03 08:00:00	1799.776611328125
2016-01-03 08:30:00	1799.9796142578125
2016-01-03 09:00:00	1799.9937744140625
2016-01-03 09:30:00	1799.7493896484375
2016-01-03 10:00:00	1799.7890625
2016-01-03 10:30:00	1799.994384765625
2016-01-03 11:00:00	1799.9781494140625
2016-01-03 11:30:00	1799.9952392578125
2016-01-03 12:00:00	1799.904541015625
2016-01-03 12:30:00	1799.92041015625
2016-01-03 13:00:00	1799.9759521484375
2016-01-03 13:30:00	1799.9901123046875
2016-01-03 14:00:00	1799.9920654296875
2016-01-03 14:30:00	1799.6964111328125
2016-01-03 15:00:00	1799.91845703125
2016-01-03 15:30:00	1798.80078125
2016-01-03 16:00:00	1799.9261474609375
2016-01-03 16:30:00	1799.7384033203125
2016-01-03 17:00:00	1449.9290771484375
2016-01-03 17:30:00	6.553260803222656
2016-01-03 18:00:00	3.089663505554199
2016-01-03 18:30:00	0.0005070167826488614
2016-01-03 19:00:00	0.009040669538080692
2016-01-03 19:30:00	0.007777540944516659
2016-01-03 20:00:00	0.010366751812398434
2016-01-03 20:30:00	0.00841533299535513
2016-01-03 21:00:00	0.009691036306321621
2016-01-03 21:30:00	0.009550631046295166
2016-01-03 22:00:00	0.009414111264050007
2016-01-03 22:30:00	0.009011461399495602
2016-01-03 23:00:00	0.010157093405723572
2016-01-03 23:30:00	0.008936858735978603
2016-01-04 00:00:00	0.025153513997793198
2016-01-04 00:30:00	0.022372033447027206
2016-01-04 01:00:00	0.02507658489048481
2016-01-04 01:30:00	0.020412949845194817
2016-01-04 02:00:00	0.023536428809165955
2016-01-04 02:30:00	0.02403073199093342
2016-01-04 03:00:00	0.02684071473777294
2016-01-04 03:30:00	0.018637249246239662
2016-01-04 04:00:00	0.02047313190996647
2016-01-04 04:30:00	0.5890078544616699
2016-01-04 05:00:00	3.145551454508677e-05
2016-01-04 05:30:00	4.724878817796707e-05
2016-01-04 06:00:00	0.5321968793869019
2016-01-04 06:30:00	531.5228881835938
2016-01-04 07:00:00	1288.5242919921875
2016-01-04 07:30:00	1165.56298828125
2016-01-04 08:00:00	1757.2216796875
2016-01-04 08:30:00	1793.53662109375
2016-01-04 09:00:00	1798.3662109375
2016-01-04 09:30:00	1791.74560546875
2016-01-04 10:00:00	1799.8092041015625
2016-01-04 10:30:00	1799.9830322265625
2016-01-04 11:00:00	1799.9901123046875
2016-01-04 11:30:00	1799.99951171875
2016-01-04 12:00:00	1799.9598388671875
2016-01-04 12:30:00	1799.8369140625
2016-01-04 13:00:00	1799.996337890625
2016-01-04 13:30:00	1799.9952392578125
2016-01-04 14:00:00	1800.0
2016-01-04 14:30:00	1799.9952392578125
2016-01-04 15:00:00	1799.958740234375
2016-01-04 15:30:00	1799.9609375
2016-01-04 16:00:00	1799.8856201171875
2016-01-04 16:30:00	1797.9727783203125
2016-01-04 17:00:00	710.0046997070312
2016-01-04 17:30:00	0.921388566493988
2016-01-04 18:00:00	1.031417468766449e-05
2016-01-04 18:30:00	6.89618460114616e-08
2016-01-04 19:00:00	0.02628234773874283
2016-01-04 19:30:00	0.01950240135192871
2016-01-04 20:00:00	0.028391333296895027
2016-01-04 20:30:00	0.025886433199048042
2016-01-04 21:00:00	0.026180284097790718
2016-01-04 21:30:00	0.027637816965579987
2016-01-04 22:00:00	0.027303094044327736
2016-01-04 22:30:00	0.026902373880147934
2016-01-04 23:00:00	0.028852395713329315
2016-01-04 23:30:00	0.02689911425113678
2016-01-05 00:00:00	0.07357374578714371
2016-01-05 00:30:00	0.07346045225858688
2016-01-05 01:00:00	0.07732994854450226
2016-01-05 01:30:00	0.06869909912347794
2016-01-05 02:00:00	0.0642053633928299
2016-01-05 02:30:00	0.07526414841413498
2016-01-05 03:00:00	0.07959062606096268
2016-01-05 03:30:00	0.049288831651210785
2016-01-05 04:00:00	0.054233912378549576
2016-01-05 04:30:00	0.4345772862434387
2016-01-05 05:00:00	2.7910498801020367e-08
2016-01-05 05:30:00	4.1213360191250104e-07
2016-01-05 06:00:00	4.392625669424888e-06
2016-01-05 06:30:00	1.328068494796753
2016-01-05 07:00:00	436.88507080078125
2016-01-05 07:30:00	1493.29736328125
2016-01-05 08:00:00	1775.1827392578125
2016-01-05 08:30:00	1745.82568359375
2016-01-05 09:00:00	1580.5025634765625
2016-01-05 09:30:00	818.4962768554688
2016-01-05 10:00:00	1529.43115234375
2016-01-05 10:30:00	1671.2518310546875
2016-01-05 11:00:00	810.7842407226562
2016-01-05 11:30:00	781.6114501953125
2016-01-05 12:00:00	749.7564697265625
2016-01-05 12:30:00	1268.5364990234375
2016-01-05 13:00:00	1668.844482421875
2016-01-05 13:30:00	1670.7054443359375
2016-01-05 14:00:00	1013.3892211914062
2016-01-05 14:30:00	1205.567626953125
2016-01-05 15:00:00	1180.3905029296875
2016-01-05 15:30:00	1491.2254638671875
2016-01-05 16:00:00	612.6486206054688
2016-01-05 16:30:00	169.9232635498047
2016-01-05 17:00:00	2.09315824508667
