	datetime	predict_SOLA03
0	201601002400	0.7406692504882812
1	201601010030	0.44444870948791504
2	201601010100	0.8998304605484009
3	201601010130	0.4743770360946655
4	201601010200	0.3911401927471161
5	201601010230	0.9294523000717163
6	201601010300	0.39436596632003784
7	201601010330	0.6204535961151123
8	201601010400	0.8717158436775208
9	201601010430	0.9425642490386963
10	201601010500	3.458066463470459
11	201601010530	14.5497407913208
12	201601010600	7.90354061126709
13	201601010630	22.30893325805664
14	201601010700	93.6910171508789
15	201601010730	334.5408630371094
16	201601010800	707.1400756835938
17	201601010830	1055.0228271484375
18	201601010900	1503.9033203125
19	201601010930	1895.9906005859375
20	201601011000	2506.59619140625
21	201601011030	2853.09619140625
22	201601011100	2982.9736328125
23	201601011130	3161.431396484375
24	201601011200	3230.57421875
25	201601011230	3140.216064453125
26	201601011300	3042.8271484375
27	201601011330	3001.92578125
28	201601011400	2573.298095703125
29	201601011430	2140.215087890625
30	201601011500	1594.0679931640625
31	201601011530	1025.550048828125
32	201601011600	621.7555541992188
33	201601011630	231.5373992919922
34	201601011700	47.75538635253906
35	201601011730	9.6651029586792
36	201601011800	7.931386947631836
37	201601011830	1.5507298707962036
38	201601011900	0.3078058660030365
39	201601011930	0.8058338165283203
40	201601012000	0.823822557926178
41	201601012030	0.828330397605896
42	201601012100	0.8601484298706055
43	201601012130	0.979064404964447
44	201601012200	0.9290916323661804
45	201601012230	0.7399506568908691
46	201601012300	0.9513285756111145
47	201601012330	0.9233599901199341
48	201601012400	0.7963347434997559
49	201601020030	0.4812171161174774
50	201601020100	0.9777443408966064
51	201601020130	0.5096283555030823
52	201601020200	0.4191105365753174
53	201601020230	1.0214780569076538
54	201601020300	0.42572295665740967
55	201601020330	0.6778004765510559
56	201601020400	0.960515022277832
57	201601020430	1.0219826698303223
58	201601020500	3.690786838531494
59	201601020530	17.9722843170166
60	201601020600	16.350574493408203
61	201601020630	35.27886199951172
62	201601020700	142.22129821777344
63	201601020730	421.5670471191406
64	201601020800	843.5455322265625
65	201601020830	1244.010498046875
66	201601020900	1739.37353515625
67	201601020930	2117.368896484375
68	201601021000	2661.88623046875
69	201601021030	2995.249755859375
70	201601021100	2962.09912109375
71	201601021130	3105.43896484375
72	201601021200	3123.606201171875
73	201601021230	2952.72021484375
74	201601021300	2859.7509765625
75	201601021330	2632.109619140625
76	201601021400	2100.83056640625
77	201601021430	1609.327392578125
78	201601021500	1129.556884765625
79	201601021530	668.1694946289062
80	201601021600	385.7430725097656
81	201601021630	145.20289611816406
82	201601021700	32.94108200073242
83	201601021730	11.459029197692871
84	201601021800	9.327855110168457
85	201601021830	1.6699812412261963
86	201601021900	0.33436331152915955
87	201601021930	0.8855024576187134
88	201601022000	0.9225645661354065
89	201601022030	0.8883227705955505
90	201601022100	0.9493206739425659
91	201601022130	1.063414454460144
92	201601022200	0.9917718172073364
93	201601022230	0.7939934730529785
94	201601022300	1.0216835737228394
95	201601022330	1.0191034078598022
96	201601022400	0.7944319844245911
97	201601030030	0.4802164137363434
98	201601030100	0.9815422296524048
99	201601030130	0.5041524171829224
100	201601030200	0.41115739941596985
101	201601030230	1.01567804813385
102	201601030300	0.4244048297405243
103	201601030330	0.6799113154411316
